Designation,M?,2MASS Number,RA,DEC,DIST,+/-,SPEC,V,r,R,i,I,J,H,Ks,K,W1,W2,W3,Teff K,RAD Rj,MASS Mj,a AU,PER yr,DISC PUBL,STAT,PM?,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2MASS J16073123-0442091,,J16073123-0442091,241.88,-4.702500000000001,15.7,0.4,M9,,,,,,11.9,,10.72,,,,,,,,,,,UNCON,,241.88015275162,-4.70267356263,0.0018544,0.0012366,99.29,4404521333221783680,241.88009311791,0.0893,-4.70455269591,0.0608,65.4873,0.1119,585.0602,423.016,-13.372,0.115,-422.805,0.081,310,0.9131,868.8,0.582,20.23,31,,,16,1.036,false,5429.83,5.19701,16.3504,184.884,8.31136,19.671295,9435.33,14.811003,1.772,4.860292,,,0,,,102352418800775745,,170488520,427151207,0.002945,0.048888,0.004214,16.3504,0.002945,5429.83,0.031,1.841,1.2565,-0.1315,0.831126
SDSS J150108.17+225001.8,,J15010818+2250020,225.28416666666666,22.833888888888886,10.59,0.07,M9,15.09,,,,,11.87,11.18,,10.71,,,,,,,,,2002.0,UNCON,,225.28411026652,22.83392718585,0.0021867,0.001741,176.68,1262763648230973440,225.28390232887,0.0743,22.83363768366,0.1032,93.1655,0.1355,687.4275,78.117,-43.12,0.111,-65.138,0.14,469,18.3909,2532.84,0.98,63.26,95,1.199,0.014,18,1.661,false,4579.59,4.49117,16.5353,120.839,6.28301,20.133026,8302.43,14.949883,1.839,5.183144,,,0,,,135402252840290963,1237665533327048761,,565184909,0.002954,0.056522,0.004218,16.509709,0.002945,4688.82,0.053,1.7427,2.1854,-0.0266,0.232433
DENIS-P J0407089-234829,,J04070892-2348301,61.787083333333335,-23.808333333333334,26.2,5.4,M9,,,,,16.8,13.75,13.08,,12.63,,,,,,,,,2011.0,,,61.78712341423,-23.80836747575,0.0037962,0.002493,148.3,5089178049784274176,61.78688995466,0.1324,-23.80833752299,0.1522,21.3323,0.2234,95.4767,48.529,-48.058,0.183,6.739,0.218,623,12.2258,2249.69,1.89,40.92,95,0.881,0.0405,28,1.367,false,901.108,1.96441,18.300425,35.1041,3.87095,21.475147,1749.94,16.640337,1.981,4.83481,,,0,,,79430617869440281,,18208101,,0.003632,0.119757,0.00599,18.274834,0.003597,922.6,0.244,2.9117,3.4853,-0.3611,0.180374
2MASS J07453725-2624350,,J07453725-2624350,116.40541666666667,-26.40972222222222,62.21,19.2,M9,,,,,18.57,15.36,14.69,13.98,,,,,,,,,,2012.0,UNCON,,116.40520825115,-26.40976138148,0.0071545,0.0049653,179.54,5601874824263528576,116.40487390565,0.2462,-26.4098065936,0.3567,17.0721,0.4606,37.0673,68.14,-67.377,0.307,-10.173,0.441,450,3.0118,594.57,1.906,4.59,95,1.2084,0.0925,24,1.102,false,204.577,0.732428,19.910223,39.8371,6.91059,21.337824,360.163,18.356647,1.955,2.981176,,,0,,,76301164050168484,,37399120,,0.004765,0.188365,0.01419,19.884891,0.004692,209.407,0.477,4.9655,7.1544,-0.0059,0.68662
DENIS-P J1115297-242934,,J11152970-2429346,168.87375,-24.493055555555557,25.8,4.4,M9,,,,,16.5,13.59,12.95,,12.54,,,,,,,,,2011.0,,,168.87379091584,-24.49300745544,0.0029423,0.0024016,110.16,3537580256079443968,168.873737181,0.1384,-24.49360456112,0.1163,27.9799,0.1713,163.3715,134.799,-11.002,0.183,-134.349,0.158,389,5.8764,763.43,0.931,10.07,95,1.1634,0.0285,20,1.219,false,1094.23,1.65096,18.089594,74.5654,10.1795,20.657198,1961.17,16.516605,1.86,4.140593,,,0,,,78601688737798259,,91331106,,0.003206,0.148248,0.006602,18.064003,0.003186,1120.33,0.221,2.8834,2.472,-0.1311,0.218979
WISE J072003.20-084651.2,,,110.01333333333334,-8.780833333333334,7.04,1.88,M9,,,,,13.81,10.63,9.92,9.47,,9.17,8.86,8.28,,,,,,2014.0,,,110.01336163991,-8.78107327328,0.0034932,0.0030534,122.58,3048443305671969152,110.01336163991,3.3716,-8.78107327328,3.1872,,,,,,,,,224,674.1544,2485869.2,33.423,113700.0,3,,,16,,false,13974.4,17.8842,15.324036,466.956,9.89714,18.665354,24415.6,13.778729,1.781,4.886625,,,0,,,,,,407041120,0.003086,0.023181,0.004453,15.324036,0.003086,13974.4,0.036,3.3716,3.1872,-0.1216,0.869635
2MASS J07075327-4900503,,J07075327-4900503,106.97208333333333,-49.013888888888886,18.48,1.54,M9,21.09,,18.74,,16.19,13.23,12.54,12.11,,11.83,11.56,11.34,2151,1.03,72.0,,,,,,106.972014636,-49.01397214129,0.0023455,0.0020876,42.04,5508545421138819968,106.9719079311,0.1027,-49.01220608257,0.1,41.6863,0.1138,366.3246,397.675,-15.747,0.137,397.363,0.138,303,2.048,565.45,0.779,9.583,95,1.118,0.0296,23,1.084,false,1494.88,2.78888,17.750853,54.8866,7.94542,20.989876,2707.35,16.166534,1.848,4.823341,,,0,,,,,470584529,,0.00342,0.157196,0.005412,17.725262,0.003392,1530.53,0.112,2.207,2.2335,0.1154,0.340787
2MASS J18014267-0212566,,J18014267-0212566,270.42791666666665,-2.2158333333333333,73.91,23.74,M9,,,20.83,,19.01,15.78,15.14,14.63,,,,,,,,,,2012.0,UNCON,,270.42779359681,-2.21582526303,0.0081908,0.0057523,45.43,4178033757653275392,270.4277860969,0.3207,-2.21592905748,0.3199,5.5683,0.4684,11.8876,23.415,-1.686,0.435,-23.354,0.427,423,0.87,545.75,1.138,2.182,95,0.996,0.0876,15,1.029,false,283.2,1.62104,19.557133,51.3391,5.31889,21.062422,443.511,18.130636,1.747,2.931786,,,0,,,105342704278101491,,275036567,,0.006798,0.11252,0.020282,19.532498,0.006671,289.699,0.277,7.0952,7.0595,0.3394,0.443672
2MASS J18014267-0212566,,J18014267-0212566,270.42791666666665,-2.2158333333333333,73.91,23.74,M9,,,20.83,,19.01,15.78,15.14,14.63,,,,,,,,,,2012.0,UNCON,,270.4279739887,-2.2154839185,0.0287042,0.0196409,61.98,4178033757648003072,270.42797720741,1.1815,-2.21550608923,1.3086,1.0274,1.7369,0.5915,5.041,0.724,1.686,-4.988,1.319,161,1.7759,193.91,1.167,0.2564,95,1.3102,0.3408,11,1.1,false,96.397,0.982033,20.727207,,,,,,,,,,0,,,,,,,0.011399,,,20.727207,0.011399,96.397,,26.9668,21.9657,0.3068,1.274683
2MASS J16592987+2055298,,J16592987+2055298,254.87458333333333,20.925,,,M9,,,,,,17.75,17.06,16.58,,,,,,,,,,,,,254.87454742691,20.92488339359,0.0055546,0.0044103,34.42,4561968374660814720,254.87453103751,0.2445,20.92487496708,0.2478,-0.3373,0.3853,-0.8755,3.932,-3.444,0.302,-1.896,0.324,466,3.8397,609.59,1.501,3.264,95,1.5221,0.0794,25,1.128,false,255.93,0.835281,19.667063,77.1301,6.55284,20.620481,268.927,18.67381,1.352,1.946672,,,0,,,133112548745450435,1237661464922162528,,555208118,0.004489,0.092284,0.027477,19.659163,0.004468,257.799,0.025,4.8057,5.2163,0.2121,0.436801
2MASS J20004841-7523070,,J20004841-7523070,300.20166666666665,-75.38527777777779,32.3,1,M9,21.16,,18.38,,16.12,12.73,11.97,11.51,,11.11,10.8,10.55,2375,1.88,25.0,,,,UNCON,,300.20172700194,-75.38524216665,0.0021873,0.0015428,176.86,6366726276822544768,300.20284668024,0.0727,-75.38579129701,0.0976,34.0113,0.1092,311.4276,138.947,63.566,0.096,-123.554,0.135,437,-0.8217,1125.23,0.855,16.36,95,1.0159,0.0244,29,0.971,false,1868.46,2.17587,17.508656,59.7857,6.20302,20.897049,3442.77,15.905625,1.875,4.991424,,,0,,,,,485257677,,0.003032,0.112684,0.004541,17.483065,0.003019,1913.03,0.116,1.5451,2.1857,-0.0389,0.139423
2MASS J20004841-7523070,,J20004841-7523070,300.20166666666665,-75.38527777777779,32.3,1,M9,21.16,,18.38,,16.12,12.73,11.97,11.51,,11.11,10.8,10.55,2375,1.88,25.0,,,,UNCON,,300.19881524409,-75.38565893943,0.0032695,0.0022724,179.31,6366726276820119040,300.19879495294,0.1039,-75.38568168299,0.1433,0.3273,0.1562,2.0952,5.245,-1.152,0.142,-5.117,0.201,429,0.3979,453.95,0.0,0.0,31,,,29,1.013,false,592.268,0.91124,18.756071,184.445,8.36959,19.673874,586.974,17.826347,1.302,1.847527,,,0,,,,,,,0.003222,0.049347,0.015222,18.756071,0.003222,592.268,-0.012,2.2726,3.2694,-0.0089,2.931075
2MASS J07522427-3925410,,J07522427-3925410,118.10125,-39.42805555555555,43.03,7.19,M9,,,,,18.18,14.58,13.86,13.39,,,,,,,,,,2012.0,UNCON,,118.10118793481,-39.42805821164,0.0048078,0.0040239,3.32,5537680318907011584,118.1015677463,0.1865,-39.42758518605,0.2326,21.0269,0.2513,83.6715,125.239,66.009,0.25,106.431,0.295,402,4.5153,669.06,1.657,7.758,95,1.0785,0.0647,27,1.164,false,401.414,0.93489,19.178385,23.5169,3.71667,21.910091,701.478,17.63286,1.806,4.277231,,,0,,,,,37979525,,0.00374,0.171615,0.012179,19.152794,0.0037,410.988,0.147,4.0268,4.8054,0.0207,0.172851
2MASS J11505548-5032451,,J11505548-5032451,177.73125,-50.545833333333334,57.64,12.62,M9,,,,,18.13,15.21,14.59,14.06,,,,,,,,,,2012.0,UNCON,,177.73116757433,-50.54587628515,0.0063457,0.004203,56.31,5369330447152203136,177.73089318228,0.2701,-50.54592398121,0.248,10.1883,0.4126,24.6914,40.673,-39.232,0.357,-10.732,0.311,585,3.1809,776.21,1.751,4.546,95,1.1857,0.0633,25,1.094,false,217.016,0.681327,19.846134,32.5257,4.0451,21.557974,385.987,18.281464,1.928,3.27651,,,0,,,,,410520275,,0.004383,0.135058,0.016099,19.820543,0.004322,222.192,0.407,5.7717,4.9619,0.3643,0.243854
2MASS J16154245+0546400,,J16154245+0546400,243.92708333333334,5.777777777777778,19.2,1.3,M9,,,,,,12.88,,11.74,,,,,,,,,,,UNCON,,243.92690016615,5.77779545742,0.0021683,0.0016745,90.92,4438043930922131072,243.92753356976,0.1091,5.7773372389,0.0781,56.1763,0.1463,383.9534,175.312,141.792,0.137,-103.099,0.106,416,-2.0286,928.02,0.877,16.8,95,1.0178,0.0267,20,0.929,false,1752.57,2.31286,17.578178,55.8074,5.49526,20.971813,3220.21,15.978186,1.869,4.993628,,,0,,,114932439273063497,1237662264329437862,,479180558,0.003106,0.106947,0.004704,17.552587,0.00309,1794.37,0.11,2.1682,1.6746,-0.0084,0.659132
FU Tau B,x,J04233573+2502596,65.8975,25.050833333333333,140.0,,M9,,22.25,22.16,20.19,18.8,15.04,13.91,,13.33,,,,2375,3.59,16.0,800.0,,,,,65.89746340108,25.05076264505,0.0014906,9.073E-4,81.65,149629483705467008,65.89749725526,0.0657,25.05066819065,0.0343,7.8354,0.0754,103.9835,22.345,6.901,0.091,-21.252,0.058,441,4.4124,2092.25,0.482,49.09,31,,,15,1.152,false,15427.3,29.5973,15.216642,836.007,10.6346,18.033018,25814.2,13.718248,1.727,4.31477,,,0,,,138060658975051370,1237660750870872136,,576039302,0.003454,0.01409,0.007237,15.216642,0.003454,15427.3,0.064,1.4807,0.9234,0.147,0.281081
DENIS-P J033411.3-495333,,J03341218-4953322,53.55083333333334,-49.89222222222222,8.29,0.25,M9,,,,,,11.38,10.82,,10.39,,,,,,,,,,,,53.55091030924,-49.89222999879,0.0013221,8.791E-4,166.83,4736655036868019072,53.56719574135,0.0464,-49.89008390583,0.0521,112.61,0.0557,2020.9392,2409.524,2360.592,0.057,483.128,0.081,359,0.1476,1344.83,0.531,33.34,31,,,27,1.005,false,8711.47,9.2735,15.837138,221.228,10.2692,19.476444,15254.7,14.289389,1.776,5.187056,,,0,,,,,504322204,,0.002988,0.050476,0.004317,15.837138,0.002988,8711.47,-0.01,0.9074,1.3028,-0.1829,0.180706
2MASS J04493288+1607226,,J04493288+1607226,72.38708333333334,16.123055555555556,,,M9,,,,,,14.27,,,,,,,2300,1.85,18.0,,,,,,72.38704883492,16.12289089905,0.005113,0.003663,91.13,3405136280852711808,72.38714245117,0.2518,16.12273183922,0.1292,10.0506,0.2713,37.0427,41.113,20.235,0.315,-35.788,0.227,430,-0.2775,570.97,1.078,4.182,95,1.0276,0.0471,19,0.99,false,468.543,1.22871,19.010492,52.5069,8.20166,21.038002,833.699,17.445372,1.891,3.59263,,,0,,,127340723870817930,,,,0.003962,0.169617,0.012426,18.984901,0.003915,479.718,0.325,5.1126,3.6637,-0.0134,0.604651
SDSS J170718.32+643933.2,,J17071830+6439331,256.82625,64.65916666666668,16.0,1,M9,,19.35,18.8,16.55,14.8,12.54,11.79,11.38,,,,,,,,,,1995.0,UNCON,,256.82628300931,64.6592174867,0.0019339,0.0018432,173.55,1632113518378994304,256.8286408744,0.0897,64.65879829963,0.0877,55.3212,0.0886,624.4163,245.874,227.063,0.115,-94.321,0.119,308,3.616,1002.33,0.864,24.62,95,1.0939,0.0284,26,1.15,false,2846.2,3.66668,17.051704,105.443,6.36205,20.280994,5155.82,15.467151,1.849,4.813844,,,0,,,185592568284151321,1237671940878107047,,774193960,0.00309,0.065569,0.004313,17.026113,0.003075,2914.08,0.114,1.8444,1.9327,-0.0107,0.18989
TWA 26,,J11395113-3159214,174.96291666666667,-31.989444444444445,28.49,3.49,M9,,,18.1,,15.83,12.69,12,,11.5,,,,,,,,,,,,174.96307432279,-31.98928990559,0.0037923,0.0024376,95.13,3478519134297202560,174.96260357216,0.1447,-31.9894025471,0.1119,21.4091,0.2343,91.3872,93.341,-89.835,0.235,-25.344,0.156,640,36.9808,4520.8,1.733,102.2,95,1.1914,0.0195,21,2.201,false,2154.83,2.41866,17.353834,65.0968,4.5678,20.804644,3953.11,15.755549,1.865,5.049095,,,0,,,,,86938528,,0.003013,0.076237,0.004792,17.328243,0.003001,2206.22,0.098,3.7834,2.4514,-0.081,0.735688
USco J160847.44-223547.9,,,242.1975,-22.596666666666664,145.0,15,M9,,,,,,15.69,15.09,14.53,,,,,2400,,18.0,,,,,,242.19770545342,-22.59661745185,0.0245305,0.0143602,77.42,6242474109901573504,242.19765297352,1.1192,-22.59671138682,0.6173,6.6345,1.0818,6.1331,23.781,-10.902,1.514,-21.135,0.953,212,3.7755,311.92,3.423,3.761,95,1.5218,0.196,13,1.19,false,109.947,0.869907,20.58441,23.2204,4.55792,21.923868,205.361,18.966602,2.079,2.957266,,,0,,,80882421976924321,,167504980,,0.009021,0.213137,0.03622,20.559412,0.008835,112.508,0.604,24.1452,14.999,0.2321,0.705463
2MASS J14573965+4517167,,J14573965+4517167,224.41541666666666,45.28805555555555,21.7,1.4,M9,,,,,16.7,13.15,12.41,11.92,,,,,,,,,,2003.0,,,224.41508512518,45.28799573074,0.0021353,0.0016358,14.62,1586649326754181376,224.4138339989,0.0899,45.28844665004,0.1013,42.8033,0.1141,375.1104,222.524,-198.05,0.104,101.455,0.132,373,4.8151,882.59,0.911,16.25,95,1.1124,0.0266,27,1.182,false,1658.82,2.2981,17.63787,62.4614,5.99432,20.849514,3002.26,16.054276,1.848,4.795239,,,0,,,162342244141146845,1237662500000039154,,677231999,0.003139,0.104234,0.004878,17.612279,0.003123,1698.38,0.116,1.6721,2.107,0.1306,0.866893
2MASS J211115.59-054343.7,,J211115.59-054343.7,317.815,-5.728888888888889,,,M9,,,,,,16.46,15.67,15.17,,,,,,,,,,,,,317.81477408291,-5.72892608662,0.0042272,0.0020979,58.87,6911204190084116992,317.81477408291,3.7775,-5.72892608662,2.8287,,,,,,,,,87,2.4223,116.25,4.443,1.684,3,,,8,,false,75.443,1.17277,20.993319,58.6333,9.86828,20.918182,128.37,19.476734,2.479,1.441448,,,0,,,101123178148085743,1237652601174229064,4327485,,0.017101,0.182756,0.104846,20.993319,0.017101,75.443,1.215,3.7775,2.8287,0.5578,0.820244
2MASS J00425923+1142104,,J00425923+1142104,10.746666666666666,11.702777777777778,,,M9,,,,,,14.75,,,,,,,2300,,,,,,,,10.74683496179,11.70294433643,0.0093341,0.0050115,68.36,2775496377361648384,10.74722931013,0.3288,11.70256468398,0.1901,19.1188,0.3966,48.2016,121.843,86.884,0.548,-85.422,0.36,510,2.1122,735.29,1.5,5.279,95,0.9727,0.0595,18,1.067,false,320.822,0.822816,19.421705,39.1256,5.21526,21.35739,565.822,17.866196,1.886,3.491194,,,0,,,122040107469793644,1237678918598656297,,,0.003917,0.144751,0.014618,19.396114,0.003872,328.474,0.333,8.871,5.7918,0.4136,0.843505
KPNO-Tau 6,,J04300724+2608207,67.53,26.139166666666664,132.0,10,M9,22.29,,20.56,,17.9,14.99,14.2,13.69,13.69,,,,2550,,22.0,,,,,,67.53018920252,26.13908593738,0.0083554,0.0056788,64.13,151296579553731456,67.5302152772,0.362,26.13898540136,0.2335,8.1485,0.3831,21.2712,23.226,5.267,0.486,-22.621,0.389,310,1.379,411.29,1.33,3.04,95,1.0404,0.0787,16,1.055,false,287.8,1.57373,19.53964,36.0458,5.07157,21.446405,482.622,18.038877,1.802,3.407528,,,0,,,139360675302047406,1237660761072468788,,,0.006545,0.152786,0.016941,19.514049,0.00642,294.664,0.262,7.9159,6.2771,0.2968,0.67702
DH Tau B,x,J04294155+2632582,67.42375,26.549166666666668,,,M9,,,,,,15.71,14.96,,14.19,,,,2750,,12.0,330.0,,2005.0,,,67.42313556393,26.54947959989,4.442E-4,3.341E-4,83.58,151374202498079872,67.42316837157,0.0225,26.54938684179,0.014,7.4936,0.0255,293.5288,21.89,6.603,0.027,-20.871,0.021,247,10.2905,830.23,0.144,23.25,31,,,16,1.501,false,196178.0,1569.94,12.455742,55727.4,2129.79,13.473371,214165.0,11.421022,1.376,2.052348,,,0,,,139850674231369956,1237660761609273596,,583044192,0.009115,0.041588,0.019752,12.455742,0.009115,196178.0,0.034,0.443,0.3357,0.064,2.276941
CFHT-Tau 18 B,x,J04292165+2701259,67.34041666666667,27.023888888888887,142.0,3,M9,,,,,,,,,,,,,,,63.0,31.0,610.0,,,,67.34025792353,27.02375450113,8.622E-4,5.124E-4,80.82,151423440003137024,67.34025792353,0.8551,27.02375450113,0.5242,,,,,,,,,263,199.3194,82883.86,6.978,2926.0,3,,,15,,false,6020.75,46.3078,16.238241,155.797,9.26676,19.857141,13065.8,14.457557,2.196,5.399585,,,0,,,140420673402359155,,,586044220,0.008794,0.064639,0.005438,16.238241,0.008794,6020.75,0.38,0.8551,0.5242,0.1689,0.702297
USco J160830.49-233511.0,,,242.12708333333333,-23.586388888888887,145.0,15,M9,,,,,,14.88,14.29,13.76,,,,,2400,,18.0,,,,,,242.12706884697,-23.58638585562,0.0092194,0.0060605,118.69,6242107762074944000,242.12702179274,0.3629,-23.58649102272,0.2629,7.1406,0.416,17.1648,25.575,-9.703,0.538,-23.663,0.438,260,0.3515,321.16,0.791,0.7929,95,1.025,0.0802,15,1.014,false,285.764,1.08039,19.54735,31.92,4.90632,21.578384,506.632,17.986164,1.885,3.59222,,,0,,,79692421270396573,,167473149,,0.004944,0.166908,0.017305,19.521759,0.004865,292.579,0.318,8.5948,6.9177,-0.3419,0.049026
DENIS-P J0644143-284141,,,101.05958333333334,-28.69472222222222,,,M9.5,,,,,,,,,,,,,,,,,,,,,101.06005834355,-28.69493040989,0.0022468,0.0017759,169.5,2918659736262929024,101.06119451793,0.0865,-28.69528956756,0.1054,25.6732,0.1278,200.8798,238.36,224.244,0.111,-80.809,0.139,452,0.2266,642.06,0.623,3.974,95,1.1109,0.027,27,1.007,false,898.561,1.36024,18.303497,42.6956,4.37189,21.262583,1600.7,16.73712,1.829,4.525463,,,0,,,73561010607796077,,33209870,,0.003208,0.111211,0.006692,18.277906,0.003189,919.992,0.135,1.7936,2.2328,-0.0848,1.67684
2MASS J08572787-0332396,,J08572787-0332396,134.36625,-3.5444444444444443,36.0,2,M9.5,,,,,,14.37,,13.04,,,,,,,,,,2003.0,,,134.36613047844,-3.54434972109,0.0052159,0.0035718,91.5,5762696335602081920,134.36536660781,0.2399,-3.54470261546,0.1554,21.6455,0.2802,77.2608,189.027,-171.542,0.321,-79.401,0.222,315,1.2506,424.01,0.961,2.835,95,1.1124,0.0565,18,1.05,false,453.879,1.20333,19.045017,39.2403,7.39887,21.354212,806.352,17.481585,1.863,3.872627,,,0,,,103741343655776864,,76002042,,0.003985,0.204738,0.014729,19.019426,0.003937,464.704,0.259,5.215,3.5732,-0.0203,0.548375
ULAS J115826.62+044746.8,,,179.61083333333335,4.796388888888889,116.0,12,M9.5,,23.35,,19.43,,16.54,16.08,15.73,,15.66,15.41,,,,,,,2012.0,,,179.61093660132,4.79638901083,0.0134593,0.009091,103.15,3896373341426438656,179.61094290172,0.5971,4.79556318545,0.5828,6.2356,0.9272,6.7253,185.816,1.413,0.827,-185.811,0.611,303,0.6533,350.04,0.679,0.3099,95,1.159,0.1114,15,1.026,false,156.685,0.732798,20.1998,36.2721,6.12631,21.43961,259.645,18.711948,1.889,2.727661,,,0,,,113751796110245170,1237671140409804227,,,0.005777,0.183401,0.029987,20.178299,0.00569,159.818,0.448,13.2685,9.3672,-0.1756,0.370463
2MASS J17331893+4633593,,J17331893+4633593,263.32875,46.56638888888889,21.0,1.3,M9.5,,,,,,13.21,12.41,11.86,,,,,,,,,,2003.0,,,263.32891006641,46.56645805215,0.0023966,0.002314,7.67,1361972479325240960,263.32910435156,0.1058,46.56545366558,0.1101,30.5357,0.1159,263.4737,227.977,30.054,0.144,-225.987,0.148,347,1.8628,707.13,0.909,11.31,95,1.0625,0.0295,25,1.071,false,1242.26,1.93147,17.951832,47.6106,5.49096,21.144283,2219.86,16.38208,1.825,4.762203,,,0,,,163872633290549609,,,683251334,0.003231,0.12525,0.007147,17.926241,0.003211,1271.89,0.098,2.3155,2.3951,0.0093,0.467918
CFHT-Pl-16,,,56.14666666666667,25.22861111111111,136.2,1.2,M9.5,,,,,18.66,15.66,14.99,,14.45,,,,,,65.0,,,,UNCON,,56.14651078434,25.22861182791,0.0142264,0.00927,64.29,69887432964003584,56.14660937075,0.6805,25.22840182324,0.5022,6.9928,0.7622,9.1743,51.335,20.066,0.833,-47.251,0.659,250,5.1077,398.44,3.153,5.086,95,1.4537,0.1657,15,1.238,false,141.95,0.858263,20.307032,38.2686,7.47251,21.381435,251.142,18.748098,2.039,2.633337,,,0,,,138270561465504650,,,,0.007119,0.212025,0.034084,20.287089,0.007009,144.581,0.612,13.434,10.385,0.3263,0.507655
DENIS-P J1633131?755322,,J16331306-7553232,248.30458333333334,-75.88972222222223,19.5,3.3,M9.5,,,,,16.12,13.15,12.51,,12.13,,,,,,,,,2010.0,,,248.30449418169,-75.88969066547,0.0019784,0.001569,37.58,5781043783061254272,248.30197206719,0.0867,-75.89330133797,0.0869,44.0884,0.1101,400.3094,824.094,-138.345,0.106,-812.398,0.114,423,0.4486,951.33,0.788,13.5,95,1.0474,0.0225,28,1.015,false,1684.81,2.25262,17.62099,51.3775,5.91571,21.06161,3047.99,16.037863,1.84,5.023747,,,0,,,,,407902866,,0.003114,0.125045,0.004605,17.595399,0.003099,1724.99,0.076,1.7326,1.8368,0.2206,0.137942
2MASS J21544859-7459134,,J21544859-7459134,328.7025,-74.98694444444445,,,M9.5,,,,,,14.29,,,,,,,2300,1.8,20.0,,,,,,328.70259506011,-74.98709713633,0.0043435,0.0034058,145.32,6358389917097619968,328.70335536818,0.1667,-74.98748138239,0.1932,21.2647,0.2248,94.5987,97.15,44.313,0.233,-86.455,0.25,369,-1.9391,443.05,0.757,1.66,95,0.9189,0.0502,27,0.928,false,448.576,1.13795,19.057775,35.4283,4.82065,21.465166,833.522,17.445602,1.937,4.019564,,,0,,,,,,,0.003896,0.14776,0.012595,19.032184,0.003851,459.275,0.315,3.7353,4.0637,-0.224,0.556793
GSC 08047-00232 B,x,J01521461-5219332,28.060833333333335,-52.325833333333335,,,M9.5,,,,,,,,,,,,,,,20.0,200.0,,2005.0,,,28.06094045453,-52.32588462464,2.033E-4,1.616E-4,157.96,4913138232358905216,28.06130438711,0.0091,-52.32593117529,0.0099,11.5431,0.0122,943.2147,51.13,50.045,0.01,-10.474,0.012,361,-3.5362,526.95,0.068,6.182,95,1.4769,0.0029,26,0.869,false,1069740.0,1113.98,10.614176,473974.0,1614.22,11.149157,847305.0,9.927795,1.235,1.221361,11.59,0.78,9,4000.0,3.0,,,503647318,,0.002978,0.004632,0.004675,10.614176,0.002978,1069740.0,-0.004,0.1681,0.1979,-0.1591,0.299407
2MASS J01490895+2956131,,J01490895+2956131,27.2875,29.936944444444446,22.5,0.4,M9.5,,,,,,13.44,12.59,12.01,,,,,,,,,,2003.0,,,27.28751181006,29.93680876551,0.004745,0.003608,60.85,302525062400087936,27.28839784788,0.2615,29.93486830618,0.2061,42.3576,0.315,134.45,469.541,172.759,0.279,-436.604,0.245,174,2.599,429.83,1.439,11.85,95,0.98,0.0598,12,1.143,false,937.046,3.27539,18.257965,62.5285,9.30167,20.848347,1675.58,16.68748,1.855,4.160866,,,0,,,143920272882872683,1237680314451558694,,600014893,0.00469,0.161537,0.012322,18.232374,0.004619,959.395,0.213,4.5013,3.9078,0.2297,0.489832
DENIS-P J100428.3-114648 A,x,J10042824-1146489,151.1175,-11.780277777777778,46.8,,M9.5,,,,,18.02,14.94,14.14,13.61,14.85,,,,,,84.0,,,2003.0,UNCON,,151.11760804564,-11.78027902588,0.0095065,0.0081823,142.76,3766389660906008960,151.11718717161,0.4397,-11.78003716314,0.4591,16.7557,0.5403,31.0107,107.495,-92.702,0.538,54.419,0.562,194,3.9022,313.19,2.482,5.281,95,1.1546,0.1355,15,1.206,false,241.715,1.31856,19.729109,33.7468,8.79718,21.517962,454.477,18.104116,2.02,3.413845,,,0,,,93861511172724309,,89864027,,0.006532,0.283046,0.028267,19.703518,0.006407,247.48,0.479,8.6908,9.044,-0.1436,0.380798
2MASS J01092170+2949255,,J01092170+2949255,17.340416666666666,29.823888888888888,18.0,1,M9.5,,,,,,12.91,12.16,11.68,,,,,,,,,,2003.0,,,17.3411403847,29.82401082639,0.0028049,0.0017889,56.95,309977380415042432,17.34632105438,0.1442,29.82564749248,0.1026,63.008,0.1739,362.3856,1076.223,1011.269,0.157,368.227,0.131,272,-0.1666,580.02,0.786,9.596,95,1.0497,0.0325,15,0.992,false,1732.38,2.69695,17.59076,74.8699,9.07388,20.652775,3097.02,16.020535,1.831,4.63224,,,0,,,143790173445680714,1237680285457842327,,600009636,0.003232,0.131616,0.006404,17.565169,0.003212,1773.7,0.122,2.5455,2.142,0.3913,2.302554
